,customer,gender,age,card_name,date,merchant,amount,company,installment,location,category,point
656,C002,F,30,카드의정석 POINT,2022-11-13,온라인거래,39390,우리카드,35,전북,전자상거래,네이버 포인트
657,C037,F,40,내맘대로 쁨 카드,2023-03-15,가구,2747,하나카드,26,부산,가전/가구,하나머니
658,C008,F,50,LOCA 365 카드,2022-06-08,교육용품,11080,롯데카드,14,서울,교육/학원,L.POINT
659,C038,F,20,별다줄카드,2022-12-14,버스,8032,NH농협카드,21,강원,여행/교통,NH포인트
660,C039,M,50,카드의정석 WOWRI,2023-03-08,항공,3934,우리카드,9,전남,여행/교통,네이버 포인트
661,C045,F,60,신한카드 Deep Dream(모베러웍스),2023-03-22,커피,30705,신한카드,9,서울,요식/유흥,마이신한포인트
662,C045,F,60,신한카드 Deep Dream(모베러웍스),2023-04-16,통신,10476,신한카드,6,대전,가정생활/서비스,마이신한포인트
663,C030,M,50,삼성카드 taptap O,2023-03-11,항공,26034,삼성카드,30,인천,여행/교통,네이버 포인트
664,C043,M,50,탄탄대로 올쇼핑 티타늄카드,2023-01-02,백화점,4368,KB국민카드,6,부산,유통,포인트리
665,C039,M,50,LOCA LIKIT 1.2,2022-07-02,할인점/슈퍼마켓,26113,롯데카드,11,울산,유통,네이버 포인트
666,C045,F,60,K-FIRST (모바일전용),2022-11-02,스포츠/레저용품,1663,BC카드,10,경기,스포츠/문화/레저,TOP POINT2
667,C025,F,50,신한카드 래플(Raffle),2022-10-31,농수산물,27477,신한카드,15,광주,음/식료품,마이신한포인트
668,C050,M,10,신한카드 B.Big(삑),2022-05-14,약국,6479,신한카드,5,대전,의료,마이신한포인트
669,C009,F,60,알뜰교통카드,2022-07-15,택시,2658,우리카드,9,경북,여행/교통,모아포인트
670,C039,M,50,LOCA LIKIT 1.2,2023-04-20,항공,22063,롯데카드,12,경남,여행/교통,네이버 포인트
671,C011,M,30,올바른 MYPICK 카드,2022-09-09,가구,2551,NH농협카드,7,대구,가전/가구,네이버 포인트
672,C001,M,60,현대카드ZERO Edition2(할인형),2023-02-09,양식,8612,현대카드,35,전남,요식/유흥,네이버 포인트
673,C006,F,70,알뜰교통카드,2022-07-18,정육점,25559,우리카드,3,충북,음/식료품,네이버 포인트
674,C022,M,30,ONE AIR(UniMile),2022-07-27,생활잡화,68062,IBK기업은행,29,충북,유통,TOP POINT1
675,C019,M,60,롯데백화점 FLEX카드,2023-02-26,미용실,9317,롯데카드,32,전남,미용,L.POINT
676,C025,F,50,Oil & Life카드(Oil카드),2023-01-30,LPG,5848,IBK기업은행,30,서울,주유,TOP POINT1
677,C049,F,10,D4@카드의정석,2022-07-10,온라인거래,78908,우리카드,21,부산,전자상거래,네이버 포인트
678,C016,M,40,NH20 해봄카드,2022-09-21,자동차용품,1387,NH농협카드,12,부산,자동차,NH포인트
679,C049,F,10,BC 바로 리워드 플러스,2022-10-19,안경,2703,BC카드,29,충남,의류/잡화,TOP POINT2
680,C031,M,20,삼성카드 taptap O,2023-02-03,디지털 콘텐츠,142021,삼성카드,30,충북,전자상거래,보너스포인트
681,C031,M,20,IBK 무직타이거 카드(신용),2022-09-08,입시보습학원,4999,IBK기업은행,5,울산,교육/학원,TOP POINT1
682,C049,F,10,D4@카드의정석,2022-09-01,일반병원,12176,우리카드,7,충남,의료,네이버 포인트
683,C029,M,30,현대카드 M BOOST,2022-09-13,쿠팡,179689,현대카드,12,울산,전자상거래,네이버 포인트
684,C044,F,30,카드의정석 SHOPPING,2022-07-29,백화점,63665,우리카드,0,울산,유통,네이버 포인트
685,C019,M,60,롯데백화점 FLEX카드,2022-11-11,편의점,28053,롯데카드,28,인천,유통,네이버 포인트
686,C034,F,50,마일앤조이카드(아시아나),2023-04-19,취미/전문학원,4148,IBK기업은행,11,경북,교육/학원,TOP POINT1
687,C009,F,60,알뜰교통카드,2022-09-17,미용실,10308,우리카드,32,전북,미용,네이버 포인트
688,C049,F,10,D4@카드의정석,2023-02-26,시계/귀금속,2945,우리카드,17,강원,의류/잡화,모아포인트
689,C008,F,50,LOCA 365 카드,2022-08-04,외국어학원,9317,롯데카드,20,세종,교육/학원,L.POINT
690,C006,F,70,알뜰교통카드,2022-07-19,가구,1927,우리카드,2,인천,가전/가구,모아포인트
691,C018,M,50,삼성 iD SIMPLE 카드,2022-06-26,화장품,6203,삼성카드,11,대구,미용,네이버 포인트
692,C027,M,40,MULTI Young(멀티 영) 카드,2022-08-24,종합병원,6624,하나카드,16,경기,의료,하나머니
693,C028,M,40,MULTI Oil(멀티 오일) 카드,2022-09-11,가구,1069,하나카드,24,경남,가전/가구,네이버 포인트
694,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2022-10-18,외국어학원,2560,하나카드,33,전북,교육/학원,하나머니
695,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-12-22,지하철,14701,NH농협카드,19,충북,여행/교통,NH포인트
696,C021,F,40,1Q Daily+,2023-04-19,농수산물,11559,하나카드,32,전북,음/식료품,하나머니
697,C012,F,30,신한카드 B.Big(삑),2023-02-24,외국어학원,2424,신한카드,8,전남,교육/학원,네이버 포인트
698,C043,M,50,신한카드 Deep Dream Platinum+,2023-02-16,할인점/슈퍼마켓,25335,신한카드,9,대구,유통,네이버 포인트
699,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2022-07-05,쿠팡,141828,KB국민카드,11,충북,전자상거래,포인트리
700,C034,F,50,신한카드 Deep Dream(모베러웍스),2023-03-06,커피,26661,신한카드,24,광주,요식/유흥,네이버 포인트
701,C040,F,50,MULTI Young(멀티 영) 카드,2023-02-22,디지털 콘텐츠,191709,하나카드,26,경기,전자상거래,네이버 포인트
702,C022,M,30,카드의정석 UniMile,2023-04-30,자동차용품,1312,우리카드,18,경기,자동차,네이버 포인트
703,C004,F,40,THE iD. PLATINUM(포인트),2023-02-17,할인점/슈퍼마켓,55093,삼성카드,17,강원,유통,네이버 포인트
704,C039,M,50,LOCA LIKIT 1.2,2023-03-27,독서실,8164,롯데카드,28,인천,교육/학원,L.POINT
705,C012,F,30,현대카드 M BOOST,2022-05-15,의복/의류,1269,현대카드,1,울산,의류/잡화,M-POINT
706,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2022-08-28,미용실,2453,하나카드,24,경북,미용,네이버 포인트
707,C023,M,20,신세계 BC 바로 리워드 플러스,2022-08-10,미용실,4023,BC카드,6,제주,미용,네이버 포인트
708,C007,F,20,카드의정석 SHOPPING,2023-03-22,여행사,5625,우리카드,4,강원,여행/교통,네이버 포인트
709,C019,M,60,BC 바로 에어 플러스,2022-06-12,백화점,20103,BC카드,23,경북,유통,네이버 포인트
710,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2023-04-26,취미/오락,5571,KB국민카드,11,부산,스포츠/문화/레저,포인트리
711,C029,M,30,LOCA 365 카드,2022-10-26,할인점/슈퍼마켓,56808,롯데카드,17,인천,유통,L.POINT
712,C042,M,60,삼성카드 taptap O,2023-01-18,세탁소,2380,삼성카드,32,전북,가정생활/서비스,보너스포인트
713,C028,M,40,롯데백화점 롯데카드,2022-09-11,여행사,9090,롯데카드,0,대전,여행/교통,L.POINT
714,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2022-10-20,버스,28878,하나카드,10,대전,여행/교통,하나머니
715,C040,F,50,신한카드 Mr.Life,2022-12-17,화원,5665,신한카드,30,부산,스포츠/문화/레저,마이신한포인트
716,C049,F,10,D4@카드의정석,2023-04-15,가전,1139,우리카드,4,부산,가전/가구,모아포인트
717,C048,M,40,신한카드 Deep Oil,2022-09-10,약국,11732,신한카드,26,서울,의료,네이버 포인트
718,C008,F,50,1Q Daily+,2023-04-26,미용실,3847,하나카드,9,충북,미용,하나머니
719,C028,M,40,MULTI Oil(멀티 오일) 카드,2022-07-21,약국,7996,하나카드,12,전남,의료,하나머니
720,C033,F,40,the Green Edition2,2022-12-13,농수산물,17783,현대카드,22,강원,음/식료품,네이버 포인트
721,C049,F,10,BC 바로 리워드 플러스,2022-12-22,화장품,9831,BC카드,7,세종,미용,TOP POINT2
722,C038,F,20,밸런스 카드,2022-12-23,가전,2550,BC카드,22,대구,가전/가구,네이버 포인트
723,C036,F,40,삼성카드 & MILEAGE PLATINUM (스카이패스),2022-12-20,자동차용품,1424,삼성카드,2,경남,자동차,보너스포인트
724,C049,F,10,BC 바로 리워드 플러스,2022-12-18,미용서비스,8131,BC카드,33,전북,미용,TOP POINT2
725,C026,M,20,삼성 iD ON 카드,2022-07-30,주유소,6761,삼성카드,21,울산,주유,보너스포인트
726,C008,F,50,1Q Daily+,2022-12-02,독서실,1109,하나카드,15,충북,교육/학원,하나머니
727,C023,M,20,신세계 BC 바로 리워드 플러스,2022-07-03,LPG,8216,BC카드,16,대전,주유,네이버 포인트
728,C026,M,20,롯데백화점 FLEX카드,2022-07-22,홈쇼핑,283287,롯데카드,8,경남,전자상거래,L.POINT
729,C046,F,60,IBK-Hybrid(하이브리드)카드,2022-11-30,화원,5378,IBK기업은행,1,충북,스포츠/문화/레저,네이버 포인트
730,C025,F,50,신한카드 래플(Raffle),2023-04-23,스포츠시설,2697,신한카드,6,전북,스포츠/문화/레저,네이버 포인트
731,C025,F,50,신한카드 래플(Raffle),2022-06-09,일식,27392,신한카드,26,경북,요식/유흥,네이버 포인트
732,C016,M,40,NH20 해봄카드,2022-07-17,독서실,13247,NH농협카드,34,대전,교육/학원,네이버 포인트
733,C040,F,50,MULTI Young(멀티 영) 카드,2022-05-18,가구,1047,하나카드,0,광주,가전/가구,네이버 포인트
734,C039,M,50,LOCA LIKIT 1.2,2022-07-04,패스트푸드,19184,롯데카드,26,세종,요식/유흥,네이버 포인트
735,C016,M,40,NH20 해봄카드,2023-04-07,시계/귀금속,2074,NH농협카드,1,광주,의류/잡화,NH포인트
736,C003,M,20,BC 바로 에어 플러스,2022-11-07,편의점,53245,BC카드,27,경기,유통,TOP POINT2
737,C010,M,60,톡톡D 카드,2022-08-16,생활잡화,37577,KB국민카드,31,강원,유통,네이버 포인트
738,C020,M,70,신한카드 Deep Dream Platinum+,2023-02-12,결제대행(PG),189663,신한카드,15,충남,전자상거래,마이신한포인트
739,C031,M,20,삼성카드 taptap O,2022-10-20,인테리어,30162,삼성카드,25,대전,가정생활/서비스,네이버 포인트
740,C007,F,20,카드의정석 SHOPPING,2022-11-23,안경,1219,우리카드,9,전남,의류/잡화,네이버 포인트
741,C030,M,50,삼성카드 taptap O,2023-03-05,KTX,16367,삼성카드,23,광주,여행/교통,네이버 포인트
742,C045,F,60,신한카드 Deep Dream(모베러웍스),2022-09-11,생활서비스,13413,신한카드,31,서울,가정생활/서비스,네이버 포인트
743,C030,M,50,삼성카드 taptap O,2022-05-29,입시보습학원,10880,삼성카드,12,울산,교육/학원,보너스포인트
744,C002,F,30,카드의정석 POINT,2022-07-12,커피,4549,우리카드,32,전남,요식/유흥,네이버 포인트
745,C020,M,70,다담카드,2023-03-20,치과병원,10529,KB국민카드,11,제주,의료,네이버 포인트
746,C037,F,40,별다줄카드,2023-01-05,LPG,9133,NH농협카드,4,대구,주유,NH포인트
747,C007,F,20,카드의정석 SHOPPING,2022-08-17,양식,20376,우리카드,2,광주,요식/유흥,네이버 포인트
748,C031,M,20,삼성카드 taptap O,2022-09-04,편의점,28238,삼성카드,4,제주,유통,네이버 포인트
749,C035,F,60,American Express Gold Card,2023-01-09,가전,2613,현대카드,1,제주,가전/가구,M-POINT
750,C027,M,40,MULTI Young(멀티 영) 카드,2022-12-30,정육점,28336,하나카드,15,인천,음/식료품,네이버 포인트
751,C032,M,20,BC 바로 페이백 플러스,2023-05-01,호텔,26479,BC카드,11,대구,여행/교통,네이버 포인트
752,C021,F,40,청춘대로 톡톡카드,2022-09-11,의복/의류,2355,KB국민카드,16,서울,의류/잡화,포인트리
753,C039,M,50,카드의정석 WOWRI,2022-09-27,유아교육,7053,우리카드,4,대전,교육/학원,네이버 포인트
754,C046,F,60,IBK-Hybrid(하이브리드)카드,2022-10-24,양식,15992,IBK기업은행,23,경남,요식/유흥,TOP POINT1
755,C010,M,60,#MY WAY 카드,2023-01-22,인테리어,9830,하나카드,1,대전,가정생활/서비스,하나머니
756,C035,F,60,American Express Gold Card,2022-11-05,버스,9129,현대카드,1,제주,여행/교통,네이버 포인트
757,C026,M,20,롯데백화점 FLEX카드,2022-09-09,가전,2728,롯데카드,33,충남,가전/가구,네이버 포인트
758,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2023-04-22,KTX,2141,KB국민카드,1,제주,여행/교통,포인트리
759,C030,M,50,삼성카드 taptap O,2022-06-02,가구,1336,삼성카드,32,충남,가전/가구,네이버 포인트
760,C039,M,50,LOCA LIKIT 1.2,2022-05-24,패스트푸드,15747,롯데카드,11,세종,요식/유흥,네이버 포인트
761,C041,M,30,KB국민 My WE:SH 카드,2022-05-28,여행사,11245,KB국민카드,10,강원,여행/교통,네이버 포인트
762,C033,F,40,the Green Edition2,2022-08-05,일식,9847,현대카드,19,부산,요식/유흥,네이버 포인트
763,C028,M,40,MULTI Oil(멀티 오일) 카드,2022-07-31,중식,21072,하나카드,1,강원,요식/유흥,하나머니
764,C041,M,30,LOCA LIKIT Play,2022-09-06,여행사,16027,롯데카드,10,제주,여행/교통,L.POINT
765,C032,M,20,BC 바로 페이백 플러스,2023-04-23,화장품,8865,BC카드,34,경기,미용,TOP POINT2
766,C041,M,30,KB국민 My WE:SH 카드,2022-12-23,쿠팡,300380,KB국민카드,3,광주,전자상거래,네이버 포인트
767,C015,M,60,NH올원 All100(올백)카드,2022-11-10,자동차판매,1366,NH농협카드,5,경기,자동차,네이버 포인트
768,C031,M,20,삼성카드 taptap O,2023-04-07,가전,1350,삼성카드,26,경북,가전/가구,보너스포인트
769,C025,F,50,신한카드 래플(Raffle),2023-02-21,네이버 쇼핑,183511,신한카드,15,인천,전자상거래,네이버 포인트
770,C044,F,30,카드의정석 SHOPPING,2022-10-24,화원,1955,우리카드,25,대구,스포츠/문화/레저,네이버 포인트
771,C026,M,20,삼성 iD ON 카드,2022-08-14,LPG,9530,삼성카드,11,강원,주유,보너스포인트
772,C046,F,60,IBK-Hybrid(하이브리드)카드,2023-05-10,미용실,5829,IBK기업은행,31,경남,미용,네이버 포인트
773,C034,F,50,마일앤조이카드(아시아나),2022-10-13,가구,1443,IBK기업은행,13,충남,가전/가구,TOP POINT1
774,C049,F,10,BC 바로 리워드 플러스,2022-06-07,화장품,10929,BC카드,31,부산,미용,네이버 포인트
775,C033,F,40,the Green Edition2,2022-10-19,항공,20934,현대카드,20,전북,여행/교통,네이버 포인트
776,C050,M,10,탄탄대로 올쇼핑 티타늄카드,2022-11-02,업무서비스,34956,KB국민카드,31,서울,가정생활/서비스,네이버 포인트
777,C004,F,40,THE iD. PLATINUM(포인트),2022-06-29,입시보습학원,12138,삼성카드,35,전남,교육/학원,네이버 포인트
778,C002,F,30,카드의정석 POINT,2022-07-17,화장품,12428,우리카드,22,경남,미용,모아포인트
779,C038,F,20,밸런스 카드,2022-11-22,자동차판매,1184,BC카드,1,울산,자동차,네이버 포인트
780,C047,F,20,KB국민 My WE:SH 카드,2022-10-05,인테리어,13498,KB국민카드,1,서울,가정생활/서비스,포인트리
781,C003,M,20,BC 바로 에어 플러스,2023-02-18,결제대행(PG),267769,BC카드,21,충남,전자상거래,TOP POINT2
782,C006,F,70,알뜰교통카드,2022-06-13,패션/잡화,2715,우리카드,2,제주,의류/잡화,모아포인트
783,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-09-29,화원,3925,NH농협카드,20,제주,스포츠/문화/레저,NH포인트
784,C009,F,60,다담카드,2022-07-31,미용실,6617,KB국민카드,4,제주,미용,네이버 포인트
785,C034,F,50,마일앤조이카드(아시아나),2022-11-01,화장품,5283,IBK기업은행,25,전남,미용,네이버 포인트
786,C009,F,60,다담카드,2022-05-24,네이버 쇼핑,48776,KB국민카드,34,경남,전자상거래,네이버 포인트
787,C002,F,30,카드의정석 POINT,2022-08-30,자동차서비스,1070,우리카드,13,세종,자동차,모아포인트
788,C007,F,20,카드의정석 SHOPPING,2022-11-13,정육점,31791,우리카드,7,대전,음/식료품,모아포인트
789,C015,M,60,현대카드ZERO Edition2(할인형),2022-12-23,외국어학원,12875,현대카드,5,부산,교육/학원,네이버 포인트
790,C010,M,60,#MY WAY 카드,2023-01-13,업무서비스,7021,하나카드,5,제주,가정생활/서비스,하나머니
791,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-10-03,노래방,29495,NH농협카드,9,광주,요식/유흥,네이버 포인트
792,C032,M,20,BC 바로 페이백 플러스,2023-03-24,제과점,9036,BC카드,10,울산,요식/유흥,TOP POINT2
793,C048,M,40,신한카드 Deep Oil,2023-03-22,의복/의류,1978,신한카드,34,경북,의류/잡화,네이버 포인트
794,C008,F,50,1Q Daily+,2022-12-13,택시,14916,하나카드,24,전북,여행/교통,하나머니
795,C003,M,20,LOCA LIKIT - Manhattan Yellow,2023-02-02,세탁소,10469,롯데카드,9,강원,가정생활/서비스,L.POINT
796,C036,F,40,삼성카드 & MILEAGE PLATINUM (스카이패스),2022-11-16,패스트푸드,6671,삼성카드,0,세종,요식/유흥,네이버 포인트
797,C043,M,50,신한카드 Deep Dream Platinum+,2023-04-12,택시,21604,신한카드,28,전북,여행/교통,네이버 포인트
798,C028,M,40,MULTI Oil(멀티 오일) 카드,2022-12-08,시계/귀금속,2107,하나카드,0,광주,의류/잡화,네이버 포인트
799,C003,M,20,BC 바로 에어 플러스,2023-03-18,주유소,12412,BC카드,12,대전,주유,네이버 포인트
800,C002,F,30,카드의정석 POINT,2022-07-04,화원,2371,우리카드,31,부산,스포츠/문화/레저,모아포인트
801,C049,F,10,BC 바로 리워드 플러스,2022-12-19,유아교육,12791,BC카드,14,경남,교육/학원,TOP POINT2
802,C015,M,60,NH올원 All100(올백)카드,2022-07-02,영화/공연,2017,NH농협카드,6,경기,스포츠/문화/레저,NH포인트
803,C026,M,20,삼성 iD ON 카드,2023-04-27,패션/잡화,2989,삼성카드,13,세종,의류/잡화,네이버 포인트
804,C049,F,10,BC 바로 리워드 플러스,2022-07-11,농수산물,47421,BC카드,35,인천,음/식료품,TOP POINT2
805,C006,F,70,알뜰교통카드,2022-08-07,생활서비스,29799,우리카드,5,경기,가정생활/서비스,모아포인트
806,C012,F,30,신한카드 B.Big(삑),2022-10-20,가구,2646,신한카드,15,광주,가전/가구,마이신한포인트
807,C010,M,60,톡톡D 카드,2023-05-08,예체능학원,3913,KB국민카드,6,제주,교육/학원,네이버 포인트
808,C024,F,30,BeV V카드(스카이패스형),2022-08-06,패션/잡화,2877,KB국민카드,16,경남,의류/잡화,포인트리
809,C034,F,50,신한카드 Deep Dream(모베러웍스),2022-12-02,가구,2031,신한카드,5,광주,가전/가구,마이신한포인트
810,C009,F,60,다담카드,2022-08-18,공과금,15712,KB국민카드,24,전북,가정생활/서비스,포인트리
811,C036,F,40,MULTI On(멀티 온) 카드,2022-08-05,약국,6025,하나카드,24,전북,의료,하나머니
812,C032,M,20,BC 바로 페이백 플러스,2023-05-09,제과점,17173,BC카드,13,강원,요식/유흥,TOP POINT2
813,C030,M,50,현대카드ZERO Edition2(할인형),2023-05-09,생활잡화,1492,현대카드,2,인천,유통,네이버 포인트
814,C022,M,30,ONE AIR(UniMile),2022-10-23,미용실,11879,IBK기업은행,4,경기,미용,네이버 포인트
815,C009,F,60,다담카드,2022-06-12,정육점,23852,KB국민카드,14,서울,음/식료품,포인트리
816,C043,M,50,신한카드 Deep Dream Platinum+,2023-01-20,정육점,31174,신한카드,29,충북,음/식료품,마이신한포인트
817,C019,M,60,BC 바로 에어 플러스,2022-07-23,면세점,7007,BC카드,32,세종,여행/교통,네이버 포인트
818,C033,F,40,the Green Edition2,2023-04-18,생활잡화,41144,현대카드,16,대구,유통,네이버 포인트
819,C029,M,30,현대카드 M BOOST,2023-04-18,자동차용품,1314,현대카드,21,대전,자동차,네이버 포인트
820,C007,F,20,카드의정석 SHOPPING,2022-09-05,공과금,12975,우리카드,17,울산,가정생활/서비스,네이버 포인트
821,C021,F,40,청춘대로 톡톡카드,2022-09-01,미용서비스,8208,KB국민카드,26,제주,미용,포인트리
822,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2022-06-23,공과금,28495,KB국민카드,35,전남,가정생활/서비스,포인트리
823,C037,F,40,내맘대로 쁨 카드,2022-06-22,주유소,10941,하나카드,2,전남,주유,하나머니
824,C038,F,20,별다줄카드,2023-02-18,보험,26795,NH농협카드,33,대구,가정생활/서비스,네이버 포인트
825,C034,F,50,신한카드 Deep Dream(모베러웍스),2023-01-17,통신,22101,신한카드,28,충북,가정생활/서비스,네이버 포인트
826,C037,F,40,별다줄카드,2023-04-11,농수산물,18714,NH농협카드,8,대구,음/식료품,네이버 포인트
827,C010,M,60,#MY WAY 카드,2022-09-09,세탁소,25870,하나카드,20,부산,가정생활/서비스,하나머니
828,C037,F,40,별다줄카드,2023-04-19,주유소,2592,NH농협카드,20,전남,주유,NH포인트
829,C044,F,30,Smart Any 카드(스마트애니),2022-06-03,유아교육,1792,하나카드,10,인천,교육/학원,네이버 포인트
830,C007,F,20,카드의정석 SHOPPING,2022-08-21,일반병원,6731,우리카드,19,충남,의료,모아포인트
831,C035,F,60,별다줄카드,2023-02-16,주유소,9852,NH농협카드,30,경북,주유,네이버 포인트
832,C034,F,50,신한카드 Deep Dream(모베러웍스),2022-07-05,통신,12280,신한카드,4,대전,가정생활/서비스,마이신한포인트
833,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2022-05-29,서점,2733,KB국민카드,6,광주,스포츠/문화/레저,포인트리
834,C001,M,60,현대카드ZERO Edition2(할인형),2022-12-07,문화용품,2892,현대카드,17,대구,스포츠/문화/레저,M-POINT
835,C003,M,20,LOCA LIKIT - Manhattan Yellow,2022-12-06,서점,1926,롯데카드,7,충북,스포츠/문화/레저,네이버 포인트
836,C044,F,30,카드의정석 SHOPPING,2022-06-11,생활서비스,25440,우리카드,0,세종,가정생활/서비스,모아포인트
837,C029,M,30,현대카드 M BOOST,2023-02-04,자동차판매,1287,현대카드,18,인천,자동차,M-POINT
838,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-10-03,유아교육,12022,NH농협카드,0,광주,교육/학원,네이버 포인트
839,C018,M,50,신세계 BC 바로 리워드 플러스,2022-08-02,백화점,25391,BC카드,10,대구,유통,TOP POINT2
840,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2022-08-31,KTX,9991,하나카드,25,대구,여행/교통,네이버 포인트
841,C033,F,40,the Green Edition2,2023-04-05,자동차판매,1488,현대카드,23,강원,자동차,M-POINT
842,C023,M,20,신세계 BC 바로 리워드 플러스,2022-12-14,정육점,10789,BC카드,10,경남,음/식료품,TOP POINT2
843,C031,M,20,삼성카드 taptap O,2023-05-09,농수산물,9883,삼성카드,15,경기,음/식료품,보너스포인트
844,C045,F,60,K-FIRST (모바일전용),2022-05-30,KTX,25734,BC카드,26,강원,여행/교통,네이버 포인트
845,C033,F,40,the Green Edition2,2022-07-31,호텔,11801,현대카드,33,광주,여행/교통,M-POINT
846,C013,F,30,BC 바로 페이백 플러스,2023-01-01,의복/의류,2054,BC카드,3,부산,의류/잡화,네이버 포인트
847,C043,M,50,신한카드 Deep Dream Platinum+,2022-11-12,예체능학원,10630,신한카드,19,경남,교육/학원,마이신한포인트
848,C047,F,20,KB국민 My WE:SH 카드,2023-05-01,치과병원,6496,KB국민카드,3,광주,의료,포인트리
849,C029,M,30,LOCA 365 카드,2022-10-21,보험,32150,롯데카드,0,전북,가정생활/서비스,네이버 포인트
850,C009,F,60,알뜰교통카드,2022-12-05,양식,27882,우리카드,32,부산,요식/유흥,네이버 포인트
851,C027,M,40,MULTI Young(멀티 영) 카드,2022-06-19,치과병원,12340,하나카드,23,세종,의료,하나머니
852,C046,F,60,신한카드 Deep Dream Platinum+,2023-01-24,치과병원,6256,신한카드,25,경북,의료,네이버 포인트
853,C040,F,50,신한카드 Mr.Life,2022-07-08,통신,25492,신한카드,25,울산,가정생활/서비스,마이신한포인트
854,C042,M,60,신세계 BC 바로 리워드 플러스,2022-07-01,업무서비스,17617,BC카드,19,전남,가정생활/서비스,네이버 포인트
855,C033,F,40,the Green Edition2,2022-12-30,백화점,17195,현대카드,0,인천,유통,네이버 포인트
856,C020,M,70,다담카드,2022-11-15,의복/의류,2723,KB국민카드,4,충남,의류/잡화,네이버 포인트
857,C029,M,30,LOCA 365 카드,2022-12-02,편의점,32376,롯데카드,26,충북,유통,L.POINT
858,C021,F,40,1Q Daily+,2022-09-05,화장품,8246,하나카드,21,세종,미용,하나머니
859,C045,F,60,K-FIRST (모바일전용),2022-08-04,약국,9206,BC카드,23,울산,의료,TOP POINT2
860,C003,M,20,BC 바로 에어 플러스,2022-11-21,독서실,2471,BC카드,15,경기,교육/학원,TOP POINT2
861,C035,F,60,별다줄카드,2023-03-11,치과병원,6903,NH농협카드,24,부산,의료,네이버 포인트
862,C042,M,60,신세계 BC 바로 리워드 플러스,2022-07-29,노래방,10494,BC카드,32,충북,요식/유흥,TOP POINT2
863,C010,M,60,#MY WAY 카드,2022-08-20,자동차판매,1436,하나카드,34,광주,자동차,네이버 포인트
864,C011,M,30,올바른 MYPICK 카드,2022-11-18,미용서비스,9664,NH농협카드,9,울산,미용,네이버 포인트
865,C020,M,70,다담카드,2023-02-17,LPG,1168,KB국민카드,6,전남,주유,포인트리
866,C021,F,40,1Q Daily+,2022-09-25,항공,30334,하나카드,25,대구,여행/교통,하나머니
867,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-07-01,항공,6095,NH농협카드,14,제주,여행/교통,NH포인트
868,C043,M,50,신한카드 Deep Dream Platinum+,2022-08-09,네이버 쇼핑,121054,신한카드,10,인천,전자상거래,마이신한포인트
869,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2022-07-14,한의원,11091,하나카드,23,전북,의료,네이버 포인트
870,C005,F,60,NH올원 Shopping&11번가카드(R2타입),2022-08-08,스포츠시설,5511,NH농협카드,21,경북,스포츠/문화/레저,네이버 포인트
871,C024,F,30,BeV V카드(스카이패스형),2022-09-09,의복/의류,2903,KB국민카드,13,전남,의류/잡화,포인트리
872,C013,F,30,BC 바로 페이백 플러스,2023-02-27,한의원,9093,BC카드,34,부산,의료,네이버 포인트
873,C015,M,60,NH올원 All100(올백)카드,2022-11-21,화장품,10754,NH농협카드,0,전남,미용,NH포인트
874,C040,F,50,신한카드 Mr.Life,2022-05-21,LPG,1306,신한카드,28,부산,주유,네이버 포인트
875,C026,M,20,삼성 iD ON 카드,2022-08-28,치과병원,7859,삼성카드,10,전북,의료,네이버 포인트
876,C015,M,60,NH올원 All100(올백)카드,2022-05-24,패션/잡화,2193,NH농협카드,0,경북,의류/잡화,NH포인트
877,C043,M,50,신한카드 Deep Dream Platinum+,2022-12-04,백화점,26651,신한카드,34,전남,유통,네이버 포인트
878,C044,F,30,Smart Any 카드(스마트애니),2023-02-08,인테리어,17783,하나카드,12,서울,가정생활/서비스,하나머니
879,C028,M,40,MULTI Oil(멀티 오일) 카드,2022-07-11,정육점,16116,하나카드,30,경기,음/식료품,하나머니
880,C015,M,60,현대카드ZERO Edition2(할인형),2022-10-21,가전,1195,현대카드,24,강원,가전/가구,M-POINT
881,C046,F,60,IBK-Hybrid(하이브리드)카드,2022-07-15,일식,18810,IBK기업은행,19,전남,요식/유흥,TOP POINT1
882,C023,M,20,신세계 BC 바로 리워드 플러스,2023-04-11,할인점/슈퍼마켓,6673,BC카드,27,경북,유통,TOP POINT2
883,C031,M,20,삼성카드 taptap O,2023-02-03,주유소,7370,삼성카드,22,광주,주유,네이버 포인트
